previous,current,cycles
VCVT_F16_TO_F32.f16_to_f32,VADD.fp32,1
VCVT_F16_TO_F32.f16_to_f32,VADDS.fp32,1
VCVT_F16_TO_F32.f16_to_f32,VDIV.fp32,1
VCVT_F16_TO_F32.f16_to_f32,VEXP.fp32,1
VCVT_F16_TO_F32.f16_to_f32,VMAX.fp32,2
VCVT_F16_TO_F32.f16_to_f32,VMAXS.fp32,2
VCVT_F16_TO_F32.f16_to_f32,VMIN.fp32,2
VCVT_F16_TO_F32.f16_to_f32,VMINS.fp32,2
VCVT_F16_TO_F32.f16_to_f32,VMUL.fp32,1
VCVT_F16_TO_F32.f16_to_f32,VMULS.fp32,1
VCVT_F16_TO_F32.f16_to_f32,VSUB.fp32,1
VCVT_F16_TO_F32.f16_to_f32,VCVT_F16_TO_F32.f16_to_f32,1
VCVT_F16_TO_F32.f16_to_f32,VCVT_F32_TO_S32.f32_to_s32,1
VCVT_F16_TO_F32.f16_to_f32,VCVT_S32_TO_F32.s32_to_f32,1
VCVT_F16_TO_F32.f16_to_f32,VCVT_F32_TO_F16.f32_to_f16,1
VCVT_F16_TO_F32.f16_to_f32,VABS.fp16,1
VCVT_F16_TO_F32.f16_to_f32,VADD.fp16,1
VCVT_F16_TO_F32.f16_to_f32,VADDS.fp16,1
VCVT_F16_TO_F32.f16_to_f32,VDIV.fp16,1
VCVT_F16_TO_F32.f16_to_f32,VEXP.fp16,1
VCVT_F16_TO_F32.f16_to_f32,VMAX.fp16,2
VCVT_F16_TO_F32.f16_to_f32,VMAXS.fp16,2
VCVT_F16_TO_F32.f16_to_f32,VMIN.fp16,2
VCVT_F16_TO_F32.f16_to_f32,VMINS.fp16,2
VCVT_F16_TO_F32.f16_to_f32,VMUL.fp16,1
VCVT_F16_TO_F32.f16_to_f32,VMULS.fp16,1
VCVT_F16_TO_F32.f16_to_f32,VSUB.fp16,1
VCVT_F16_TO_F32.f16_to_f32,VABS.int32,1
VCVT_F16_TO_F32.f16_to_f32,VADD.int32,1
VCVT_F16_TO_F32.f16_to_f32,VADDS.int32,1
VCVT_F16_TO_F32.f16_to_f32,VDIV.int32,1
VCVT_F16_TO_F32.f16_to_f32,VEXP.int32,1
VCVT_F16_TO_F32.f16_to_f32,VMAX.int32,2
VCVT_F16_TO_F32.f16_to_f32,VMAXS.int32,2
VCVT_F16_TO_F32.f16_to_f32,VMIN.int32,2
VCVT_F16_TO_F32.f16_to_f32,VMINS.int32,2
VCVT_F16_TO_F32.f16_to_f32,VMUL.int32,1
VCVT_F16_TO_F32.f16_to_f32,VMULS.int32,1
VCVT_F16_TO_F32.f16_to_f32,VSUB.int32,1
VCVT_F16_TO_F32.f16_to_f32,VBR.fp16,2
VCVT_F32_TO_F16.f32_to_f16,VABS.fp32,1
VCVT_F32_TO_F16.f32_to_f16,VADD.fp32,1
VCVT_F32_TO_F16.f32_to_f16,VADDS.fp32,1
VCVT_F32_TO_F16.f32_to_f16,VDIV.fp32,1
VCVT_F32_TO_F16.f32_to_f16,VEXP.fp32,1
VCVT_F32_TO_F16.f32_to_f16,VMAX.fp32,2
VCVT_F32_TO_F16.f32_to_f16,VMAXS.fp32,2
VCVT_F32_TO_F16.f32_to_f16,VMIN.fp32,2
VCVT_F32_TO_F16.f32_to_f16,VMINS.fp32,2
VCVT_F32_TO_F16.f32_to_f16,VMUL.fp32,1
VCVT_F32_TO_F16.f32_to_f16,VMULS.fp32,1
VCVT_F32_TO_F16.f32_to_f16,VSUB.fp32,1
VCVT_F32_TO_F16.f32_to_f16,VCVT_F16_TO_F32.f16_to_f32,1
VCVT_F32_TO_F16.f32_to_f16,VCVT_F32_TO_F16.f32_to_f16,1
VCVT_F32_TO_F16.f32_to_f16,VCVT_F32_TO_S32.f32_to_s32,1
VCVT_F32_TO_F16.f32_to_f16,VCVT_S32_TO_F32.s32_to_f32,1
VCVT_F32_TO_F16.f32_to_f16,VABS.fp16,1
VCVT_F32_TO_F16.f32_to_f16,VADD.fp16,1
VCVT_F32_TO_F16.f32_to_f16,VADDS.fp16,1
VCVT_F32_TO_F16.f32_to_f16,VDIV.fp16,1
VCVT_F32_TO_F16.f32_to_f16,VEXP.fp16,1
VCVT_F32_TO_F16.f32_to_f16,VMAX.fp16,2
VCVT_F32_TO_F16.f32_to_f16,VMAXS.fp16,2
VCVT_F32_TO_F16.f32_to_f16,VMIN.fp16,2
VCVT_F32_TO_F16.f32_to_f16,VMINS.fp16,2
VCVT_F32_TO_F16.f32_to_f16,VMUL.fp16,1
VCVT_F32_TO_F16.f32_to_f16,VMULS.fp16,1
VCVT_F32_TO_F16.f32_to_f16,VSUB.fp16,1
VCVT_F32_TO_F16.f32_to_f16,VABS.int32,1
VCVT_F32_TO_F16.f32_to_f16,VADD.int32,1
VCVT_F32_TO_F16.f32_to_f16,VADDS.int32,1
VCVT_F32_TO_F16.f32_to_f16,VDIV.int32,1
VCVT_F32_TO_F16.f32_to_f16,VEXP.int32,1
VCVT_F32_TO_F16.f32_to_f16,VMAX.int32,2
VCVT_F32_TO_F16.f32_to_f16,VMAXS.int32,2
VCVT_F32_TO_F16.f32_to_f16,VMIN.int32,2
VCVT_F32_TO_F16.f32_to_f16,VMINS.int32,2
VCVT_F32_TO_F16.f32_to_f16,VMUL.int32,1
VCVT_F32_TO_F16.f32_to_f16,VMULS.int32,1
VCVT_F32_TO_F16.f32_to_f16,VSUB.int32,1
VCVT_F32_TO_F16.f32_to_f16,VBR.fp32,2
VCVT_F32_TO_S32.f32_to_s32,VABS.fp32,1
VCVT_F32_TO_S32.f32_to_s32,VADD.fp32,2
VCVT_F32_TO_S32.f32_to_s32,VADDS.fp32,2
VCVT_F32_TO_S32.f32_to_s32,VDIV.fp32,1
VCVT_F32_TO_S32.f32_to_s32,VEXP.fp32,1
VCVT_F32_TO_S32.f32_to_s32,VMAX.fp32,3
VCVT_F32_TO_S32.f32_to_s32,VMAXS.fp32,3
VCVT_F32_TO_S32.f32_to_s32,VMIN.fp32,3
VCVT_F32_TO_S32.f32_to_s32,VMINS.fp32,3
VCVT_F32_TO_S32.f32_to_s32,VMUL.fp32,1
VCVT_F32_TO_S32.f32_to_s32,VMULS.fp32,1
VCVT_F32_TO_S32.f32_to_s32,VSUB.fp32,2
VCVT_F32_TO_S32.f32_to_s32,VCVT_F16_TO_F32.f16_to_f32,2
VCVT_F32_TO_S32.f32_to_s32,VCVT_F32_TO_F16.f32_to_f16,2
VCVT_F32_TO_S32.f32_to_s32,VCVT_F32_TO_S32.f32_to_s32,2
VCVT_F32_TO_S32.f32_to_s32,VCVT_S32_TO_F32.s32_to_f32,2
VCVT_F32_TO_S32.f32_to_s32,VABS.fp16,1
VCVT_F32_TO_S32.f32_to_s32,VADD.fp16,2
VCVT_F32_TO_S32.f32_to_s32,VADDS.fp16,2
VCVT_F32_TO_S32.f32_to_s32,VDIV.fp16,1
VCVT_F32_TO_S32.f32_to_s32,VEXP.fp16,1
VCVT_F32_TO_S32.f32_to_s32,VMAX.fp16,3
VCVT_F32_TO_S32.f32_to_s32,VMAXS.fp16,3
VCVT_F32_TO_S32.f32_to_s32,VMIN.fp16,3
VCVT_F32_TO_S32.f32_to_s32,VMINS.fp16,3
VCVT_F32_TO_S32.f32_to_s32,VMUL.fp16,1
VCVT_F32_TO_S32.f32_to_s32,VMULS.fp16,1
VCVT_F32_TO_S32.f32_to_s32,VSUB.fp16,2
VCVT_F32_TO_S32.f32_to_s32,VABS.int32,1
VCVT_F32_TO_S32.f32_to_s32,VADD.int32,2
VCVT_F32_TO_S32.f32_to_s32,VADDS.int32,2
VCVT_F32_TO_S32.f32_to_s32,VDIV.int32,1
VCVT_F32_TO_S32.f32_to_s32,VEXP.int32,1
VCVT_F32_TO_S32.f32_to_s32,VMAX.int32,3
VCVT_F32_TO_S32.f32_to_s32,VMAXS.int32,3
VCVT_F32_TO_S32.f32_to_s32,VMIN.int32,3
VCVT_F32_TO_S32.f32_to_s32,VMINS.int32,3
VCVT_F32_TO_S32.f32_to_s32,VMUL.int32,1
VCVT_F32_TO_S32.f32_to_s32,VMULS.int32,1
VCVT_F32_TO_S32.f32_to_s32,VSUB.int32,2
VCVT_F32_TO_S32.f32_to_s32,VBR.fp32,1
VCVT_S32_TO_F32.s32_to_f32,VABS.fp32,1
VCVT_S32_TO_F32.s32_to_f32,VADD.fp32,2
VCVT_S32_TO_F32.s32_to_f32,VADDS.fp32,2
VCVT_S32_TO_F32.s32_to_f32,VDIV.fp32,1
VCVT_S32_TO_F32.s32_to_f32,VEXP.fp32,1
VCVT_S32_TO_F32.s32_to_f32,VMAX.fp32,3
VCVT_S32_TO_F32.s32_to_f32,VMAXS.fp32,3
VCVT_S32_TO_F32.s32_to_f32,VMIN.fp32,3
VCVT_S32_TO_F32.s32_to_f32,VMINS.fp32,3
VCVT_S32_TO_F32.s32_to_f32,VMUL.fp32,1
VCVT_S32_TO_F32.s32_to_f32,VMULS.fp32,1
VCVT_S32_TO_F32.s32_to_f32,VSUB.fp32,2
VCVT_S32_TO_F32.s32_to_f32,VCVT_F16_TO_F32.f16_to_f32,2
VCVT_S32_TO_F32.s32_to_f32,VCVT_F32_TO_F16.f32_to_f16,2
VCVT_S32_TO_F32.s32_to_f32,VCVT_F32_TO_S32.f32_to_s32,2
VCVT_S32_TO_F32.s32_to_f32,VCVT_S32_TO_F32.s32_to_f32,2
VCVT_S32_TO_F32.s32_to_f32,VABS.fp16,1
VCVT_S32_TO_F32.s32_to_f32,VADD.fp16,2
VCVT_S32_TO_F32.s32_to_f32,VADDS.fp16,2
VCVT_S32_TO_F32.s32_to_f32,VDIV.fp16,1
VCVT_S32_TO_F32.s32_to_f32,VEXP.fp16,1
VCVT_S32_TO_F32.s32_to_f32,VMAX.fp16,3
VCVT_S32_TO_F32.s32_to_f32,VMAXS.fp16,3
VCVT_S32_TO_F32.s32_to_f32,VMIN.fp16,3
VCVT_S32_TO_F32.s32_to_f32,VMINS.fp16,3
VCVT_S32_TO_F32.s32_to_f32,VMUL.fp16,1
VCVT_S32_TO_F32.s32_to_f32,VMULS.fp16,1
VCVT_S32_TO_F32.s32_to_f32,VSUB.fp16,2
VCVT_S32_TO_F32.s32_to_f32,VABS.int32,1
VCVT_S32_TO_F32.s32_to_f32,VADD.int32,2
VCVT_S32_TO_F32.s32_to_f32,VADDS.int32,2
VCVT_S32_TO_F32.s32_to_f32,VDIV.int32,1
VCVT_S32_TO_F32.s32_to_f32,VEXP.int32,1
VCVT_S32_TO_F32.s32_to_f32,VMAX.int32,3
VCVT_S32_TO_F32.s32_to_f32,VMAXS.int32,3
VCVT_S32_TO_F32.s32_to_f32,VMIN.int32,3
VCVT_S32_TO_F32.s32_to_f32,VMINS.int32,3
VCVT_S32_TO_F32.s32_to_f32,VMUL.int32,1
VCVT_S32_TO_F32.s32_to_f32,VMULS.int32,1
VCVT_S32_TO_F32.s32_to_f32,VSUB.int32,2
VAND.fp16,VADD.fp16,1
VAND.fp16,VADDS.fp16,1
VAND.fp16,VMAX.fp16,1
VAND.fp16,VMUL.fp16,1
VAND.fp16,VSUB.fp16,1
VAND.fp16,VAND.fp16,1
VAND.fp16,VCGMAX.fp16,1
VAND.fp16,VCMP_EQ.fp16,2
VAND.fp16,VSEL.fp16,1
VAND.fp16,VSHRS.fp16,1
VAND.fp16,VSHLS.fp16,1
VCGMAX.fp16,VADD.fp16,4
VCGMAX.fp16,VADDS.fp16,4
VCGMAX.fp16,VMAX.fp16,3
VCGMAX.fp16,VMUL.fp16,1
VCGMAX.fp16,VSUB.fp16,4
VCGMAX.fp16,VAND.fp16,1
VCGMAX.fp16,VCGMAX.fp16,2
VCGMAX.fp16,VCMP_EQ.fp16,3
VCGMAX.fp16,VSEL.fp16,1
VCGMAX.fp16,VSHRS.fp16,1
VCGMAX.fp16,VSHLS.fp16,1
VSEL.fp16,VADD.fp16,2
VSEL.fp16,VADDS.fp16,2
VSEL.fp16,VMAX.fp16,2
VSEL.fp16,VMUL.fp16,2
VSEL.fp16,VSUB.fp16,2
VSEL.fp16,VAND.fp16,2
VSEL.fp16,VCGMAX.fp16,1
VSEL.fp16,VCMP_EQ.fp16,1
VSEL.fp16,VSEL.fp16,1
VSEL.fp16,VSHRS.fp16,2
VSEL.fp16,VSHLS.fp16,2
VSHLS.fp16,VADD.fp16,1
VSHLS.fp16,VADDS.fp16,1
VSHLS.fp16,VMAX.fp16,1
VSHLS.fp16,VMUL.fp16,1
VSHLS.fp16,VSUB.fp16,1
VSHLS.fp16,VAND.fp16,1
VSHLS.fp16,VCGMAX.fp16,1
VSHLS.fp16,VCMP_EQ.fp16,1
VSHLS.fp16,VSEL.fp16,1
VSHLS.fp16,VSHRS.fp16,1
VSHLS.fp16,VSHLS.fp16,1
VSHRS.fp16,VADD.fp16,1
VSHRS.fp16,VADDS.fp16,1
VSHRS.fp16,VMAX.fp16,1
VSHRS.fp16,VMUL.fp16,1
VSHRS.fp16,VSUB.fp16,1
VSHRS.fp16,VAND.fp16,1
VSHRS.fp16,VCGMAX.fp16,1
VSHRS.fp16,VCMP_EQ.fp16,1
VSHRS.fp16,VSEL.fp16,1
VSHRS.fp16,VSHRS.fp16,1
VSHRS.fp16,VSHLS.fp16,1
VCMP_EQ.fp16,VMAX.fp16,1
VCMP_EQ.fp16,VSUB.fp16,1
VCMP_EQ.fp16,VADD.fp16,1
VCMP_EQ.fp16,VADDS.fp16,1
VCMP_EQ.fp16,VMUL.fp16,1
VCMP_EQ.fp16,VAND.fp16,1
VCMP_EQ.fp16,VCGMAX.fp16,1
VCMP_EQ.fp16,VCMP_EQ.fp16,1
VCMP_EQ.fp16,VSEL.fp16,1
VCMP_EQ.fp16,VSHRS.fp16,1
VCMP_EQ.fp16,VSHLS.fp16,1
VABS.int32,VCVT_F16_TO_F32.f16_to_f32,1
VABS.int32,VCVT_F32_TO_F16.f32_to_f16,1
VABS.int32,VCVT_F32_TO_S32.f32_to_s32,1
VABS.int32,VCVT_S32_TO_F32.s32_to_f32,1
VADD.int32,VCVT_F16_TO_F32.f16_to_f32,1
VADD.int32,VCVT_F32_TO_F16.f32_to_f16,1
VADD.int32,VCVT_F32_TO_S32.f32_to_s32,1
VADD.int32,VCVT_S32_TO_F32.s32_to_f32,1
VADDS.int32,VCVT_F16_TO_F32.f16_to_f32,1
VADDS.int32,VCVT_F32_TO_F16.f32_to_f16,1
VADDS.int32,VCVT_F32_TO_S32.f32_to_s32,1
VADDS.int32,VCVT_S32_TO_F32.s32_to_f32,1
VDIV.int32,VCVT_F16_TO_F32.f16_to_f32,1
VDIV.int32,VCVT_F32_TO_F16.f32_to_f16,1
VDIV.int32,VCVT_F32_TO_S32.f32_to_s32,1
VDIV.int32,VCVT_S32_TO_F32.s32_to_f32,1
VEXP.int32,VCVT_F16_TO_F32.f16_to_f32,1
VEXP.int32,VCVT_F32_TO_F16.f32_to_f16,1
VEXP.int32,VCVT_F32_TO_S32.f32_to_s32,1
VEXP.int32,VCVT_S32_TO_F32.s32_to_f32,1
VMAX.int32,VCVT_F16_TO_F32.f16_to_f32,1
VMAX.int32,VCVT_F32_TO_F16.f32_to_f16,1
VMAX.int32,VCVT_F32_TO_S32.f32_to_s32,1
VMAX.int32,VCVT_S32_TO_F32.s32_to_f32,1
VMAXS.int32,VCVT_F16_TO_F32.f16_to_f32,1
VMAXS.int32,VCVT_F32_TO_F16.f32_to_f16,1
VMAXS.int32,VCVT_F32_TO_S32.f32_to_s32,1
VMAXS.int32,VCVT_S32_TO_F32.s32_to_f32,1
VMIN.int32,VCVT_F16_TO_F32.f16_to_f32,1
VMIN.int32,VCVT_F32_TO_F16.f32_to_f16,1
VMIN.int32,VCVT_F32_TO_S32.f32_to_s32,1
VMIN.int32,VCVT_S32_TO_F32.s32_to_f32,1
VMINS.int32,VCVT_F16_TO_F32.f16_to_f32,1
VMINS.int32,VCVT_F32_TO_F16.f32_to_f16,1
VMINS.int32,VCVT_F32_TO_S32.f32_to_s32,1
VMINS.int32,VCVT_S32_TO_F32.s32_to_f32,1
VMUL.int32,VCVT_F16_TO_F32.f16_to_f32,2
VMUL.int32,VCVT_F32_TO_F16.f32_to_f16,2
VMUL.int32,VCVT_F32_TO_S32.f32_to_s32,1
VMUL.int32,VCVT_S32_TO_F32.s32_to_f32,1
VMULS.int32,VCVT_F16_TO_F32.f16_to_f32,2
VMULS.int32,VCVT_F32_TO_F16.f32_to_f16,2
VMULS.int32,VCVT_F32_TO_S32.f32_to_s32,1
VMULS.int32,VCVT_S32_TO_F32.s32_to_f32,1
VSUB.int32,VCVT_F16_TO_F32.f16_to_f32,1
VSUB.int32,VCVT_F32_TO_F16.f32_to_f16,1
VSUB.int32,VCVT_F32_TO_S32.f32_to_s32,1
VSUB.int32,VCVT_S32_TO_F32.s32_to_f32,1
VBR.fp32,VABS.fp32,2
VBR.fp32,VADD.fp32,1
VBR.fp32,VADDS.fp32,1
VBR.fp32,VCVT_F32_TO_F16.f32_to_f16,1
VBR.fp32,VCVT_F32_TO_S32.f32_to_s32,1
VBR.fp32,VDIV.fp32,1
VBR.fp32,VEXP.fp32,1
VBR.fp32,VMAX.fp32,1
VBR.fp32,VMAXS.fp32,1
VBR.fp32,VMIN.fp32,1
VBR.fp32,VMINS.fp32,1
VBR.fp32,VMUL.fp32,1
VBR.fp32,VMULS.fp32,1
VBR.fp32,VSUB.fp32,1
VBR.fp16,VABS.fp16,2
VBR.fp16,VADD.fp16,1
VBR.fp16,VADDS.fp16,1
VBR.fp16,VCVT_F16_TO_F32.f16_to_f32,1
VBR.fp16,VDIV.fp16,1
VBR.fp16,VEXP.fp16,1
VBR.fp16,VMAX.fp16,1
VBR.fp16,VMAXS.fp16,1
VBR.fp16,VMIN.fp16,1
VBR.fp16,VMINS.fp16,1
VBR.fp16,VMUL.fp16,1
VBR.fp16,VMULS.fp16,1
VBR.fp16,VSUB.fp16,1
